type,category,date,title,review,star
SK매직 MWO-20MC9,별점,20210203,고장없이 잘 사용중입니다.,고장없이 잘 사용중입니다.,평점5
SK매직 MWO-20MC9,별점,20210125,클래식한 느낌 너므 조아요,클래식한 느낌 너므 조아요,평점5
SK매직 MWO-20MC9,별점,20200916,디자인이 넘 이뻐서 분위기가 확 살았어요. 만족만족~,디자인이 넘 이뻐서 분위기가 확 살았어요. 만족만족~,평점5
SK매직 MWO-20MC9,별점,20201225,배송도 빨랐고 기존 쓰던 삼X꺼 보단 작고 가볍지만 괜차나요.전 요게 더 깔끔하니 좋으네요!아직 사용전이지만 기능도 다이얼식이지만 간편하고 사용하기 편하겠어요.감사해요 잘쓸께요!^,"배송도 빨랐고 기존 쓰던 삼X꺼 보단 작고 가볍지만 괜차나요.전 요게 더 깔끔하니 좋으네요!
아직 사용전이지만 기능도 다이얼식이지만 간편하고 사용하기 편하겠어요.
감사해요 잘쓸께요!^_^",평점4
SK매직 MWO-20MC9,별점,20200918,포장상태가 꼼꼼하게 잘 와서 만족스러웠고 작동법도 쉽고 저렴하게 잘 구매해서 만족스러웠습니다.,포장상태가 꼼꼼하게 잘 와서 만족스러웠고 작동법도 쉽고 저렴하게 잘 구매해서 만족스러웠습니다.,평점5
SK매직 MWO-20MC9,별점,20210130,원룸에 딱 쓰기좋은 사이즈라 구매했습니다. 가성비 좋은상품입니다. 잘쓰고 있습니다.,원룸에 딱 쓰기좋은 사이즈라 구매했습니다. 가성비 좋은상품입니다. 잘쓰고 있습니다.,평점5
SK매직 MWO-20MC9,별점,20210124,좋아요 가성비 좋습니다 주의 소개 많이 시켜 드리겠습니다,좋아요 가성비 좋습니다 주의 소개 많이 시켜 드리겠습니다,평점3
SK매직 MWO-20MC9,별점,20201230,그냥 전자레인지입니다만 해동 기능은 진짜 좋네요. 디자인도 깔끔해요.,그냥 전자레인지입니다만 해동 기능은 진짜 좋네요. 디자인도 깔끔해요.,평점5
SK매직 MWO-20MC9,별점,20210109,전자레인지의 실용성을 갖춘 가격대비 최고의 제품입니다,전자레인지의 실용성을 갖춘 가격대비 최고의 제품입니다,평점5
SK매직 MWO-20MC9,별점,20210120,상품은 문제없는데 배송을 빨리 해주면 좋겠네요,상품은 문제없는데 배송을 빨리 해주면 좋겠네요,평점4
SK매직 MWO-20MC9,별점,20210512,아담하니 디자인도 예쁘고 성능도 좋아요,아담하니 디자인도 예쁘고 성능도 좋아요,평점5
SK매직 MWO-20MC9,별점,20210115,가성비 만족하여 사용중입니다,가성비 만족하여 사용중입니다,평점5
SK매직 MWO-20MC9,별점,20210115,사용법 간편하고 좋습니다.,사용법 간편하고 좋습니다.,평점5
SK매직 MWO-20MC9,별점,20201230,깔끔하고예뻐요잘쓸께요,"깔끔하고예뻐요
잘쓸께요",평점5
SK매직 MWO-20MC9,별점,20210113,진짜좋아요 최고의 제품,진짜좋아요 최고의 제품,평점5
SK매직 MWO-20MC9,별점,20210120,잘쓰고잇어요~ 좋아요~,잘쓰고잇어요~ 좋아요~,평점5
SK매직 MWO-20MC9,별점,20210117,작긴한데 성능좋아요,작긴한데 성능좋아요,평점5
SK매직 MWO-20MC9,별점,20200824,제품자체가 가볍네요. 이동설치나 위치변경이 쉬워요. 사이즈는 아담하고 소리도 크지 않은데 완료되면 알람소리가 약간 큰듯합니다.,제품자체가 가볍네요. 이동설치나 위치변경이 쉬워요. 사이즈는 아담하고 소리도 크지 않은데 완료되면 알람소리가 약간 큰듯합니다.,평점4
SK매직 MWO-20MC9,별점,20210515,감사합니다 자주 이용하겠습니다,감사합니다 자주 이용하겠습니다,평점5
SK매직 MWO-20MC9,별점,20210330,다이얼식이라 짧은 시간은 조절이 어렵네요.모양은 이쁩니다,"다이얼식이라 짧은 시간은 조절이 어렵네요.
모양은 이쁩니다",평점3
SK매직 MWO-20MC9,별점,20210117,잘쓰고 있어요~ 고장 안나면 오래 쓸 것 같아요ㅎㅎ,"잘쓰고 있어요~
고장 안나면 오래 쓸 것 같아요ㅎㅎ",평점5
SK매직 MWO-20MC9,별점,20210101,싸이즈도 적당하고 디자인도 이뻐요감사합니다,"싸이즈도 적당하고 디자인도 이뻐요
감사합니다",평점5
SK매직 MWO-20MC9,별점,20201219,디자인 이쁘고 성능도 좋음 사용간편하구요,디자인 이쁘고 성능도 좋음 사용간편하구요,평점4
SK매직 MWO-20MC9,별점,20210101,"디자인이 너무 이쁘고, 성능도 좋습니다","디자인이 너무 이쁘고, 성능도 좋습니다",평점5
SK매직 MWO-20MC9,별점,20201215,잘 사용하고 있어요 착한가격에 만족요,잘 사용하고 있어요 착한가격에 만족요,평점5
SK매직 MWO-20MC9,별점,20210127,아주 아주 잘 쓰고있습니다,아주 아주 잘 쓰고있습니다,평점5
SK매직 MWO-20MC9,별점,20210105,사이즈도 좋고 성능도 아주 좋습니다|,사이즈도 좋고 성능도 아주 좋습니다|,평점5
SK매직 MWO-20MC9,별점,20201229,배송도 빠르고 상품도 마음에 들어요,배송도 빠르고 상품도 마음에 들어요,평점5
SK매직 MWO-20MC9,별점,20210101,배송도빠르고가성비대비 만족합니다,"배송도빠르고
가성비대비 만족합니다",평점4
SK매직 MWO-20MC9,별점,20210122,혼자 쓰기좋네요 ㅎㅎㅎ,혼자 쓰기좋네요 ㅎㅎㅎ,평점5
SK매직 MWO-20MC9,별점,20201215,가격도 착하고 사용하기 좋습니다,가격도 착하고 사용하기 좋습니다,평점5
SK매직 MWO-20MC9,별점,20210128,빠른배송/ 깔끔한 디자인/ 쉬운 사용법,빠른배송/ 깔끔한 디자인/ 쉬운 사용법,평점5
SK매직 MWO-20MC9,별점,20210513,저령한가격으로 구매하였습니다,저령한가격으로 구매하였습니다,평점5
SK매직 MWO-20MC9,별점,20210105,가격대비 깔끔하고 잘 작동해요,가격대비 깔끔하고 잘 작동해요,평점5
SK매직 MWO-20MC9,별점,20210116,빠른배송과 가격대비 훌륭해요,빠른배송과 가격대비 훌륭해요,평점5
SK매직 MWO-20MC9,별점,20201228,배송도 빠르고 상품도 좋아요!,배송도 빠르고 상품도 좋아요!,평점5
SK매직 MWO-20MC9,별점,20210104,멋진외관에 성능도 참좋아요,멋진외관에 성능도 참좋아요,평점5
SK매직 MWO-20MC9,별점,20201227,저렴하게 구매해 잘 사용중,저렴하게 구매해 잘 사용중,평점5
SK매직 MWO-20MC9,별점,20210511,좋습니다 잘 사용할게요,좋습니다 잘 사용할게요,평점5
SK매직 MWO-20MC9,별점,20210116,좋습니다~~ 많이파세요~~,좋습니다~~ 많이파세요~~,평점5
SK매직 MWO-20MC9,별점,20210507,저렴하고 실용적이여요,저렴하고 실용적이여요,평점5
SK매직 MWO-20MC9,별점,20210108,빠른배송좋은제품감사,빠른배송좋은제품감사,평점5
SK매직 MWO-20MC9,별점,20201215,"자취방에서 쓰려고 샀어요. 굉장히 넓어서 좋구, 주문하고 다음날 바로 도착한 속도도 아주 좋았습니다!","자취방에서 쓰려고 샀어요. 굉장히 넓어서 좋구, 주문하고 다음날 바로 도착한 속도도 아주 좋았습니다!",평점5
SK매직 MWO-20MC9,별점,20210107,배송이빠릅니다. 잘 사용중 입니다,배송이빠릅니다. 잘 사용중 입니다,평점5
SK매직 MWO-20MC9,별점,20210110,아주 굿입니다 잘쓰고있습니다,아주 굿입니다 잘쓰고있습니다,평점5
SK매직 MWO-20MC9,별점,20201213,남자친구 자취방에 선물했는데 너무 좋아하네요 배송도 빠르고 기능도 좋습니다,남자친구 자취방에 선물했는데 너무 좋아하네요 배송도 빠르고 기능도 좋습니다,평점5
SK매직 MWO-20MC9,별점,20210101,약간 작은감이 있지만어차피 찬밥돌리는게 전부라너무잘쓸거 같습니다.,"약간 작은감이 있지만
어차피 찬밥돌리는게 전부라
너무잘쓸거 같습니다.",평점5
SK매직 MWO-20MC9,별점,20210103,부모님 가게에 필요해서 구매했는데.배송도 빠르고 좋네요!,부모님 가게에 필요해서 구매했는데.배송도 빠르고 좋네요!,평점5
SK매직 MWO-20MC9,별점,20210115,물건이 배송중 파손됐는데친절하게 처리해주셔서 감사합니다,"물건이 배송중 파손됐는데
친절하게 처리해주셔서 감사합니다",평점4
SK매직 MWO-20MC9,별점,20201230,부모님 원룸사업하시는 방에 필요해서 구입하게 됐어요 저렴한 가격에 마음에 들어요,부모님 원룸사업하시는 방에 필요해서 구입하게 됐어요 저렴한 가격에 마음에 들어요,평점5
SK매직 MWO-20MC9,별점,20210403,간단하게 사용하기 좋아요 디자인도 좋고여.,간단하게 사용하기 좋아요 디자인도 좋고여.,평점4
SK매직 MWO-20MC9,별점,20210104,오머니가 사진찍어보내왔네요 너무 좋답니다,오머니가 사진찍어보내왔네요 너무 좋답니다,평점5
SK매직 MWO-20MC9,별점,20201208,가성비 좋습니다.작동 간편하고 좋아요~~^^,"가성비 좋습니다.
작동 간편하고 좋아요~~^^",평점5
SK매직 MWO-20MC9,별점,20210101,좋아용크기도 원룸에서 사용하기좋구용,"좋아용
크기도 원룸에서 사용하기좋구용",평점5
SK매직 MWO-20MC9,별점,20201231,가성비 전자레인지. 원래 쓰던 거예요,가성비 전자레인지. 원래 쓰던 거예요,평점5
SK매직 MWO-20MC9,별점,20201217,잘받았어요~~물건 좋고 발송 빠르네요,"잘받았어요~~
물건 좋고 발송 빠르네요",평점5
SK매직 MWO-20MC9,별점,20201220,잘돌아가고 디자인도마음에들어요,잘돌아가고 디자인도마음에들어요,평점5
SK매직 MWO-20MC9,별점,20210103,혼자서 사용하기에 적당합니다!,혼자서 사용하기에 적당합니다!,평점5
SK매직 MWO-20MC9,별점,20201220,괜찮아요 배송 빠르고 좋네용,괜찮아요 배송 빠르고 좋네용,평점5
SK매직 MWO-20MC9,별점,20201229,배송도 빠르고 잘쓰겠습니다,배송도 빠르고 잘쓰겠습니다,평점5
SK매직 MWO-20MC9,별점,20201229,고장없이 아주 잘쓰고있어요,고장없이 아주 잘쓰고있어요,평점5
SK매직 MWO-20MC9,별점,20201223,배송빠르고 성능 좋습니다~,배송빠르고 성능 좋습니다~,평점5
SK매직 MWO-20MC9,별점,20210106,무난하게 쓸만한거 같아요,무난하게 쓸만한거 같아요,평점4
SK매직 MWO-20MC9,별점,20201208,깔끔하고 디자인도 예쁘네요~^^ 저렴한가격에 구매하고 만족합니다~^^,깔끔하고 디자인도 예쁘네요~^^ 저렴한가격에 구매하고 만족합니다~^^,평점5
SK매직 MWO-20MC9,별점,20210419,감사합니다 잘쓸게요,감사합니다 잘쓸게요,평점5
SK매직 MWO-20MC9,별점,20201223,가격 저렴 배송 빠름,가격 저렴 배송 빠름,평점5
SK매직 MWO-20MC9,별점,20201104,좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요,좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요,평점5
SK매직 MWO-20MC9,별점,20200904,처음에 배송온게 앞에 유리가 다 깨져서 왔었어요. 진짜 너무 황당 했어 전화했는데 친절하게 대응해주시고 물건도 다음날 직접 가지러 오시고 가지고 와 주셨어요. 이래서 sk 인가요,처음에 배송온게 앞에 유리가 다 깨져서 왔었어요. 진짜 너무 황당 했어 전화했는데 친절하게 대응해주시고 물건도 다음날 직접 가지러 오시고 가지고 와 주셨어요. 이래서 sk 인가요~,평점5
SK매직 MWO-20MC9,별점,20210216,작동도 잘되고 이인 가족이 사용하기에 용량도 적당합니다 작동법도 쉽고 검정이라 오염도 덜해서 좋은거 같아요,작동도 잘되고 이인 가족이 사용하기에 용량도 적당합니다 작동법도 쉽고 검정이라 오염도 덜해서 좋은거 같아요,평점5
SK매직 MWO-20MC9,별점,20201229,빠른 배송 좋아요 ㅎㅎ,빠른 배송 좋아요 ㅎㅎ,평점5
SK매직 MWO-20MC9,별점,20201208,다이얼이 1분이하로 맞출땐 번거로워도 가격대비 만족합니다,다이얼이 1분이하로 맞출땐 번거로워도 가격대비 만족합니다,평점4
SK매직 MWO-20MC9,별점,20201209,"재 구매 했습니다,작동도 편하고 어르신들이쓰시기 좋아요^^","재 구매 했습니다,
작동도 편하고 어르신들이
쓰시기 좋아요^^",평점5
SK매직 MWO-20MC9,별점,20201211,깔끔하고 좋아요 친구네 선물줬는데 맘에들어하네요,"깔끔하고 좋아요
친구네 선물줬는데 맘에들어하네요",평점5
SK매직 MWO-20MC9,별점,20201125,작고 간편하며 사용이 쉽고 가성비가 좋은듯 합니다.,작고 간편하며 사용이 쉽고 가성비가 좋은듯 합니다.,평점4
SK매직 MWO-20MC9,별점,20201225,대체적으로 만족하지만 그냥 저렴한맛에 쓰렵니다,대체적으로 만족하지만 그냥 저렴한맛에 쓰렵니다,평점4
SK매직 MWO-20MC9,별점,20201211,배송도 빠르고 디자인 사이즈 만족합니다~,배송도 빠르고 디자인 사이즈 만족합니다~,평점5
SK매직 MWO-20MC9,별점,20201203,아직 안써봤는데 저렴해서 구매해봤어요,아직 안써봤는데 저렴해서 구매해봤어요,평점4
SK매직 MWO-20MC9,별점,20200828,깔끔하게 생기고사용하기 좋아요,"깔끔하게 생기고
사용하기 좋아요",평점5
SK매직 MWO-20MC9,별점,20201204,저렴한 가격에 가성비 굿이에요,저렴한 가격에 가성비 굿이에요,평점5
SK매직 MWO-20MC9,별점,20210401,가격대비 정말 추천합니다~!!,가격대비 정말 추천합니다~!!,평점5
SK매직 MWO-20MC9,별점,20201214,잘어울리네요 사용전입니다,잘어울리네요 사용전입니다,평점4
SK매직 MWO-20MC9,별점,20210401,가격대비 성능이 참 좋아요,가격대비 성능이 참 좋아요,평점5
SK매직 MWO-20MC9,별점,20201123,기능이 좋고 가성비 좋아요,기능이 좋고 가성비 좋아요,평점5
SK매직 MWO-20MC9,별점,20201207,디자인이 세련되고 예뻐요,디자인이 세련되고 예뻐요,평점5
SK매직 MWO-20MC9,별점,20210403,저렴하고 잘 돌아가네요,저렴하고 잘 돌아가네요,평점4
SK매직 MWO-20MC9,별점,20201216,좋아요~~ 많이파세요~~,좋아요~~ 많이파세요~~,평점5
SK매직 MWO-20MC9,별점,20210413,선물용으로 샀어요 굳,선물용으로 샀어요 굳,평점5
SK매직 MWO-20MC9,별점,20201225,생각한 만큼 좋네요,생각한 만큼 좋네요,평점5
SK매직 MWO-20MC9,별점,20201223,배송 빠르게 잘 받았어요 농막에 쓰려고 작은거 샀어요,배송 빠르게 잘 받았어요 농막에 쓰려고 작은거 샀어요,평점5
SK매직 MWO-20MC9,별점,20210410,불필요해,문열면 불안들어오는거 알았음 딴거 살껄.후회막심. 당연히 들어오는줄.첨엔 고장인가했음,평점4
SK매직 MWO-20MC9,별점,20201221,좀더 사용해봐야겠지만 잘 사용하고있습니다,좀더 사용해봐야겠지만 잘 사용하고있습니다,평점5
SK매직 MWO-20MC9,별점,20201223,크기가 생각 보다 크진 않습니다만 사용에 큰 자장은 없을것 같습니다.,크기가 생각 보다 크진 않습니다만 사용에 큰 자장은 없을것 같습니다.,평점4
SK매직 MWO-20MC9,별점,20201117,"가성비가 매우 좋으네요. 별로 쓰지는않지만 없으면 불편한, 꼭 필요한 제품. 실물이 더 예쁩니다.","가성비가 매우 좋으네요. 별로 쓰지는않지만 없으면 불편한, 꼭 필요한 제품. 실물이 더 예쁩니다.",평점5
SK매직 MWO-20MC9,별점,20201110,사무실에서 사용하려고 구매했는데...직원들이 넘 좋아했네요..검정색이라 저희 탕비실하고 잘 어울리고 좋네요...사용해봤는데...문제없이 잘 됩니다..,"사무실에서 사용하려고 구매했는데...직원들이 넘 좋아했네요..
검정색이라 저희 탕비실하고 잘 어울리고 좋네요...
사용해봤는데...문제없이 잘 됩니다..",평점5
SK매직 MWO-20MC9,별점,20201210,1년전부터 사무실에서 불편없이 사용하는 모델이어서 재구입했습니다. 많이 파세요!!,1년전부터 사무실에서 불편없이 사용하는 모델이어서 재구입했습니다. 많이 파세요!!,평점5
SK매직 MWO-20MC9,별점,20201125,저번에도 매직이였는데 같은 와트인데도 조금 약하게 느껴져요디자인은 만족해요,"저번에도 매직이였는데 같은 와트인데도 조금 약하게 느껴져요
디자인은 만족해요",평점5
SK매직 MWO-20MC9,별점,20201218,빠른배송에 물건상태도 좋아요!,빠른배송에 물건상태도 좋아요!,평점5
SK매직 MWO-20MC9,별점,20210315,타이머 다이얼이 세부 조절 하기가 쉽지 않네요. 별 생각 없이 쓰기에는 좋아요.,타이머 다이얼이 세부 조절 하기가 쉽지 않네요. 별 생각 없이 쓰기에는 좋아요.,평점3
SK매직 MWO-20MC9,별점,20201110,배송 빠르고 디자인 깔큼하고 예쁘네요가격도 착하고 쓰기 간편하요 불필요한 기능이 없어 구매했습니다,"배송 빠르고 디자인 깔큼하고 예쁘네요
가격도 착하고 쓰기 간편하요 불필요한 기능이 없어 구매했습니다",평점5
SK매직 MWO-20MC9,별점,20201124,성능 정말 좋네요 ㅎㅎ하지만 다이얼이라 정밀한 시간 설정은 못하네요그래도 잘쓰도록 하겠습니다,"성능 정말 좋네요 ㅎㅎ
하지만 다이얼이라 정밀한 시간 설정은 못하네요
그래도 잘쓰도록 하겠습니다",평점5
SK매직 MWO-20MC9,별점,20201128,사무실에 사용하려고 구입했는데요~~사용하는데 아주좋고요 데우기에는 짱이네요고르고골라 저렴하게 잘샀어요.감사해요~~~~~Sk매직 전자렌지 아주좋아요,"사무실에 사용하려고 구입했는데요~~
사용하는데 아주좋고요 데우기에는 짱이네요
고르고골라 저렴하게 잘샀어요.
감사해요~~~~~
Sk매직 전자렌지 아주좋아요",평점5
SK매직 MWO-20MC9,별점,20201116,제품 굿 입니다 아담 한것이 사용하기 편하네요 좋아요,"제품 굿 입니다 아담 한것이
사용하기 편하네요 좋아요",평점5
SK매직 MWO-20MC9,별점,20210311,너무 좋아여,새집에 이사하면서 전자레인지를 살가말가 고민한끝에 구매하게 되었어요! 가성비 너무나도 좋구요 배송도 엄청빨라요 잘쓸게요 감사합니다,평점5
SK매직 MWO-20MC9,별점,20201207,디자인이 세련되고 예뻐요,디자인이 세련되고 예뻐요,평점5
SK매직 MWO-20MC9,별점,20210403,저렴하고 잘 돌아가네요,저렴하고 잘 돌아가네요,평점4
SK매직 MWO-20MC9,별점,20201216,좋아요~~ 많이파세요~~,좋아요~~ 많이파세요~~,평점5
SK매직 MWO-20MC9,별점,20210413,선물용으로 샀어요 굳,선물용으로 샀어요 굳,평점5
SK매직 MWO-20MC9,별점,20201225,생각한 만큼 좋네요,생각한 만큼 좋네요,평점5
SK매직 MWO-20MC9,별점,20201223,배송 빠르게 잘 받았어요 농막에 쓰려고 작은거 샀어요,배송 빠르게 잘 받았어요 농막에 쓰려고 작은거 샀어요,평점5
SK매직 MWO-20MC9,별점,20210410,불필요해,문열면 불안들어오는거 알았음 딴거 살껄.후회막심. 당연히 들어오는줄.첨엔 고장인가했음,평점4
SK매직 MWO-20MC9,별점,20201221,좀더 사용해봐야겠지만 잘 사용하고있습니다,좀더 사용해봐야겠지만 잘 사용하고있습니다,평점5
SK매직 MWO-20MC9,별점,20201223,크기가 생각 보다 크진 않습니다만 사용에 큰 자장은 없을것 같습니다.,크기가 생각 보다 크진 않습니다만 사용에 큰 자장은 없을것 같습니다.,평점4
SK매직 MWO-20MC9,별점,20201117,"가성비가 매우 좋으네요. 별로 쓰지는않지만 없으면 불편한, 꼭 필요한 제품. 실물이 더 예쁩니다.","가성비가 매우 좋으네요. 별로 쓰지는않지만 없으면 불편한, 꼭 필요한 제품. 실물이 더 예쁩니다.",평점5
SK매직 MWO-20MC9,별점,20201110,사무실에서 사용하려고 구매했는데...직원들이 넘 좋아했네요..검정색이라 저희 탕비실하고 잘 어울리고 좋네요...사용해봤는데...문제없이 잘 됩니다..,"사무실에서 사용하려고 구매했는데...직원들이 넘 좋아했네요..
검정색이라 저희 탕비실하고 잘 어울리고 좋네요...
사용해봤는데...문제없이 잘 됩니다..",평점5
SK매직 MWO-20MC9,별점,20201210,1년전부터 사무실에서 불편없이 사용하는 모델이어서 재구입했습니다. 많이 파세요!!,1년전부터 사무실에서 불편없이 사용하는 모델이어서 재구입했습니다. 많이 파세요!!,평점5
SK매직 MWO-20MC9,별점,20201125,저번에도 매직이였는데 같은 와트인데도 조금 약하게 느껴져요디자인은 만족해요,"저번에도 매직이였는데 같은 와트인데도 조금 약하게 느껴져요
디자인은 만족해요",평점5
SK매직 MWO-20MC9,별점,20201218,빠른배송에 물건상태도 좋아요!,빠른배송에 물건상태도 좋아요!,평점5
SK매직 MWO-20MC9,별점,20210315,타이머 다이얼이 세부 조절 하기가 쉽지 않네요. 별 생각 없이 쓰기에는 좋아요.,타이머 다이얼이 세부 조절 하기가 쉽지 않네요. 별 생각 없이 쓰기에는 좋아요.,평점3
SK매직 MWO-20MC9,별점,20201110,배송 빠르고 디자인 깔큼하고 예쁘네요가격도 착하고 쓰기 간편하요 불필요한 기능이 없어 구매했습니다,"배송 빠르고 디자인 깔큼하고 예쁘네요
가격도 착하고 쓰기 간편하요 불필요한 기능이 없어 구매했습니다",평점5
SK매직 MWO-20MC9,별점,20201124,성능 정말 좋네요 ㅎㅎ하지만 다이얼이라 정밀한 시간 설정은 못하네요그래도 잘쓰도록 하겠습니다,"성능 정말 좋네요 ㅎㅎ
하지만 다이얼이라 정밀한 시간 설정은 못하네요
그래도 잘쓰도록 하겠습니다",평점5
SK매직 MWO-20MC9,별점,20201128,사무실에 사용하려고 구입했는데요~~사용하는데 아주좋고요 데우기에는 짱이네요고르고골라 저렴하게 잘샀어요.감사해요~~~~~Sk매직 전자렌지 아주좋아요,"사무실에 사용하려고 구입했는데요~~
사용하는데 아주좋고요 데우기에는 짱이네요
고르고골라 저렴하게 잘샀어요.
감사해요~~~~~
Sk매직 전자렌지 아주좋아요",평점5
SK매직 MWO-20MC9,별점,20201116,제품 굿 입니다 아담 한것이 사용하기 편하네요 좋아요,"제품 굿 입니다 아담 한것이
사용하기 편하네요 좋아요",평점5
SK매직 MWO-20MC9,별점,20210311,너무 좋아여,새집에 이사하면서 전자레인지를 살가말가 고민한끝에 구매하게 되었어요! 가성비 너무나도 좋구요 배송도 엄청빨라요 잘쓸게요 감사합니다,평점5
SK매직 MWO-20MC9,별점,20201207,디자인이 세련되고 예뻐요,디자인이 세련되고 예뻐요,평점5
SK매직 MWO-20MC9,별점,20210403,저렴하고 잘 돌아가네요,저렴하고 잘 돌아가네요,평점4
SK매직 MWO-20MC9,별점,20201216,좋아요~~ 많이파세요~~,좋아요~~ 많이파세요~~,평점5
SK매직 MWO-20MC9,별점,20210413,선물용으로 샀어요 굳,선물용으로 샀어요 굳,평점5
SK매직 MWO-20MC9,별점,20201225,생각한 만큼 좋네요,생각한 만큼 좋네요,평점5
SK매직 MWO-20MC9,별점,20201223,배송 빠르게 잘 받았어요 농막에 쓰려고 작은거 샀어요,배송 빠르게 잘 받았어요 농막에 쓰려고 작은거 샀어요,평점5
SK매직 MWO-20MC9,별점,20210410,불필요해,문열면 불안들어오는거 알았음 딴거 살껄.후회막심. 당연히 들어오는줄.첨엔 고장인가했음,평점4
SK매직 MWO-20MC9,별점,20201221,좀더 사용해봐야겠지만 잘 사용하고있습니다,좀더 사용해봐야겠지만 잘 사용하고있습니다,평점5
SK매직 MWO-20MC9,별점,20201223,크기가 생각 보다 크진 않습니다만 사용에 큰 자장은 없을것 같습니다.,크기가 생각 보다 크진 않습니다만 사용에 큰 자장은 없을것 같습니다.,평점4
SK매직 MWO-20MC9,별점,20201117,"가성비가 매우 좋으네요. 별로 쓰지는않지만 없으면 불편한, 꼭 필요한 제품. 실물이 더 예쁩니다.","가성비가 매우 좋으네요. 별로 쓰지는않지만 없으면 불편한, 꼭 필요한 제품. 실물이 더 예쁩니다.",평점5
SK매직 MWO-20MC9,별점,20201110,사무실에서 사용하려고 구매했는데...직원들이 넘 좋아했네요..검정색이라 저희 탕비실하고 잘 어울리고 좋네요...사용해봤는데...문제없이 잘 됩니다..,"사무실에서 사용하려고 구매했는데...직원들이 넘 좋아했네요..
검정색이라 저희 탕비실하고 잘 어울리고 좋네요...
사용해봤는데...문제없이 잘 됩니다..",평점5
SK매직 MWO-20MC9,별점,20201210,1년전부터 사무실에서 불편없이 사용하는 모델이어서 재구입했습니다. 많이 파세요!!,1년전부터 사무실에서 불편없이 사용하는 모델이어서 재구입했습니다. 많이 파세요!!,평점5
SK매직 MWO-20MC9,별점,20201125,저번에도 매직이였는데 같은 와트인데도 조금 약하게 느껴져요디자인은 만족해요,"저번에도 매직이였는데 같은 와트인데도 조금 약하게 느껴져요
디자인은 만족해요",평점5
SK매직 MWO-20MC9,별점,20201218,빠른배송에 물건상태도 좋아요!,빠른배송에 물건상태도 좋아요!,평점5
SK매직 MWO-20MC9,별점,20210315,타이머 다이얼이 세부 조절 하기가 쉽지 않네요. 별 생각 없이 쓰기에는 좋아요.,타이머 다이얼이 세부 조절 하기가 쉽지 않네요. 별 생각 없이 쓰기에는 좋아요.,평점3
SK매직 MWO-20MC9,별점,20201110,배송 빠르고 디자인 깔큼하고 예쁘네요가격도 착하고 쓰기 간편하요 불필요한 기능이 없어 구매했습니다,"배송 빠르고 디자인 깔큼하고 예쁘네요
가격도 착하고 쓰기 간편하요 불필요한 기능이 없어 구매했습니다",평점5
SK매직 MWO-20MC9,별점,20201124,성능 정말 좋네요 ㅎㅎ하지만 다이얼이라 정밀한 시간 설정은 못하네요그래도 잘쓰도록 하겠습니다,"성능 정말 좋네요 ㅎㅎ
하지만 다이얼이라 정밀한 시간 설정은 못하네요
그래도 잘쓰도록 하겠습니다",평점5
SK매직 MWO-20MC9,별점,20201128,사무실에 사용하려고 구입했는데요~~사용하는데 아주좋고요 데우기에는 짱이네요고르고골라 저렴하게 잘샀어요.감사해요~~~~~Sk매직 전자렌지 아주좋아요,"사무실에 사용하려고 구입했는데요~~
사용하는데 아주좋고요 데우기에는 짱이네요
고르고골라 저렴하게 잘샀어요.
감사해요~~~~~
Sk매직 전자렌지 아주좋아요",평점5
SK매직 MWO-20MC9,별점,20201116,제품 굿 입니다 아담 한것이 사용하기 편하네요 좋아요,"제품 굿 입니다 아담 한것이
사용하기 편하네요 좋아요",평점5
SK매직 MWO-20MC9,별점,20210311,너무 좋아여,새집에 이사하면서 전자레인지를 살가말가 고민한끝에 구매하게 되었어요! 가성비 너무나도 좋구요 배송도 엄청빨라요 잘쓸게요 감사합니다,평점5
SK매직 MWO-20MC9,별점,20201207,디자인이 세련되고 예뻐요,디자인이 세련되고 예뻐요,평점5
SK매직 MWO-20MC9,별점,20210403,저렴하고 잘 돌아가네요,저렴하고 잘 돌아가네요,평점4
SK매직 MWO-20MC9,별점,20201216,좋아요~~ 많이파세요~~,좋아요~~ 많이파세요~~,평점5
SK매직 MWO-20MC9,별점,20210413,선물용으로 샀어요 굳,선물용으로 샀어요 굳,평점5
SK매직 MWO-20MC9,별점,20201225,생각한 만큼 좋네요,생각한 만큼 좋네요,평점5
SK매직 MWO-20MC9,별점,20201223,배송 빠르게 잘 받았어요 농막에 쓰려고 작은거 샀어요,배송 빠르게 잘 받았어요 농막에 쓰려고 작은거 샀어요,평점5
SK매직 MWO-20MC9,별점,20210410,불필요해,문열면 불안들어오는거 알았음 딴거 살껄.후회막심. 당연히 들어오는줄.첨엔 고장인가했음,평점4
SK매직 MWO-20MC9,별점,20201221,좀더 사용해봐야겠지만 잘 사용하고있습니다,좀더 사용해봐야겠지만 잘 사용하고있습니다,평점5
SK매직 MWO-20MC9,별점,20201223,크기가 생각 보다 크진 않습니다만 사용에 큰 자장은 없을것 같습니다.,크기가 생각 보다 크진 않습니다만 사용에 큰 자장은 없을것 같습니다.,평점4
